EmpID,FirstName,LastName,Email,Location,JobTitle,Department,dep_id,job_id,Role_ID,All_Entitlements,EmployeeStatus,EmployeeType,Gender
3459,Saniya,Yu,saniya.yu@bilearner.com,India,Product Manager,Product Management,DEP003,JOB009,,ENT035,Future Start,Part-Time,Male
3460,Alisa,James,alisa.james@bilearner.com,India,Project Manager,Project Management,DEP004,JOB010,,ENT035,Active,Full-Time,Male
3461,Lincoln,Compton,lincoln.compton@bilearner.com,India,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT035",Future Start,Full-Time,Male
3462,Aliana,Nolan,aliana.nolan@bilearner.com,Canada,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT036",Active,Contract,Male
3463,Kayden,Dodson,kayden.dodson@bilearner.com,Canada,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT036,Active,Part-Time,Male
3464,James,Duke,james.duke@bilearner.com,India,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT035",Active,Contract,Male
3465,Willow,Stuart,willow.stuart@bilearner.com,Canada,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT036,Active,Full-Time,Male
3466,Clayton,Walker,clayton.walker@bilearner.com,Canada,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT036,Active,Part-Time,Male
3467,Celia,Curtis,celia.curtis@bilearner.com,India,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT035,Active,Contract,Female
3468,Valentin,Reilly,valentin.reilly@bilearner.com,Canada,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT036,Active,Contract,Female
3469,Ryland,Shepherd,ryland.shepherd@bilearner.com,Canada,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT036,Future Start,Contract,Female
3470,Esteban,Gilbert,esteban.gilbert@bilearner.com,Canada,Technical Recruiter,HR Department,DEP007,JOB020,,ENT036,Future Start,Contract,Female
3471,Jonathan,Adkins,jonathan.adkins@bilearner.com,Canada,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT036,Active,Part-Time,Male
3472,Nevaeh,Soto,nevaeh.soto@bilearner.com,Canada,HR Business Partner,HR Department,DEP007,JOB022,,ENT036,Active,Contract,Male
3473,Chaim,Mata,chaim.mata@bilearner.com,Canada,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT036,Active,Part-Time,Male
3474,Arely,Patton,arely.patton@bilearner.com,India,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT035,Active,Full-Time,Male
3475,Vance,Trujillo,vance.trujillo@bilearner.com,India,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT035",Active,Full-Time,Male
3476,Charlie,Koch,charlie.koch@bilearner.com,India,DevOps Engineer,Software Development,DEP001,JOB002,,ENT035,Active,Part-Time,Male
3477,Sonny,Horne,sonny.horne@bilearner.com,India,Full Stack Developer,Software Development,DEP001,JOB003,ROLE002,"ENT004, ENT005, ENT006, ENT035",Active,Part-Time,Female
3478,Thomas,Chandler,thomas.chandler@bilearner.com,Canada,Backend Developer,Software Development,DEP001,JOB004,ROLE007,"ENT018, ENT019, ENT020, ENT036",Active,Full-Time,Female
3479,Sarai,Stone,sarai.stone@bilearner.com,Canada,IT Operations Manager,IT Operations,DEP002,JOB005,ROLE009,"ENT024, ENT025, ENT026, ENT036",Active,Contract,Female
3480,Jerimiah,Harmon,jerimiah.harmon@bilearner.com,India,Systems Administrator,IT Operations,DEP002,JOB006,ROLE012,"ENT032, ENT033, ENT034, ENT035",Future Start,Full-Time,Female
3481,Leland,Allen,leland.allen@bilearner.com,India,Database Administrator (DBA),IT Operations,DEP002,JOB007,ROLE004,"ENT010, ENT011, ENT012, ENT035",Future Start,Full-Time,Male
3482,Cristal,Bolton,cristal.bolton@bilearner.com,India,Network Administrator,IT Operations,DEP002,JOB008,ROLE005,"ENT013, ENT014, ENT035",Future Start,Full-Time,Male
3483,Jaslene,Harding,jaslene.harding@bilearner.com,India,Product Manager,Product Management,DEP003,JOB009,,ENT035,Active,Part-Time,Male
3484,Albert,Gonzalez,albert.gonzalez@bilearner.com,India,Project Manager,Project Management,DEP004,JOB010,,ENT035,Active,Part-Time,Male
3485,Jaiden,Johnson,jaiden.johnson@bilearner.com,India,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT035",Active,Contract,Male
3486,Brendon,Mcconnell,brendon.mcconnell@bilearner.com,India,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT035",Active,Part-Time,Male
3487,Kimora,Parsons,kimora.parsons@bilearner.com,Canada,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT036,Active,Contract,Female
3488,Willie,Patterson,willie.patterson@bilearner.com,India,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT035",Active,Contract,Female
3489,Devyn,Powers,devyn.powers@bilearner.com,Canada,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT036,Active,Part-Time,Female
3490,Weston,Preston,weston.preston@bilearner.com,India,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT035,Active,Part-Time,Female
3491,Lennon,Buchanan,lennon.buchanan@bilearner.com,India,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT035,Active,Contract,Male
3492,Vicente,Merritt,vicente.merritt@bilearner.com,Canada,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT036,Active,Full-Time,Male
3493,Hugo,Clay,hugo.clay@bilearner.com,Canada,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT036,Active,Full-Time,Male
3494,Cohen,Raymond,cohen.raymond@bilearner.com,Canada,Technical Recruiter,HR Department,DEP007,JOB020,,ENT036,Active,Contract,Male
3495,Tia,Ellis,tia.ellis@bilearner.com,India,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT035,Active,Part-Time,Male
3496,Aspen,Bentley,aspen.bentley@bilearner.com,India,HR Business Partner,HR Department,DEP007,JOB022,,ENT035,Active,Contract,Male
3497,Graham,Rodriguez,graham.rodriguez@bilearner.com,Canada,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT036,Active,Part-Time,Female
3498,Joel,Mcmillan,joel.mcmillan@bilearner.com,India,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT035,Active,Full-Time,Female
3499,Maci,Frost,maci.frost@bilearner.com,India,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT035",Active,Part-Time,Female
3500,Nevaeh,Lucas,nevaeh.lucas@bilearner.com,Canada,DevOps Engineer,Software Development,DEP001,JOB002,,ENT036,Active,Full-Time,Female
3501,Garrett,Zimmerman,garrett.zimmerman@bilearner.com,India,Full Stack Developer,Software Development,DEP001,JOB003,ROLE002,"ENT004, ENT005, ENT006, ENT035",Future Start,Part-Time,Male
3502,Eugene,Marks,eugene.marks@bilearner.com,Canada,Backend Developer,Software Development,DEP001,JOB004,ROLE007,"ENT018, ENT019, ENT020, ENT036",Active,Full-Time,Male
3503,Geovanni,Pugh,geovanni.pugh@bilearner.com,Canada,IT Operations Manager,IT Operations,DEP002,JOB005,ROLE009,"ENT024, ENT025, ENT026, ENT036",Active,Part-Time,Male
3504,Javon,Kelley,javon.kelley@bilearner.com,India,Systems Administrator,IT Operations,DEP002,JOB006,ROLE012,"ENT032, ENT033, ENT034, ENT035",Active,Full-Time,Male
3505,Amaya,Hicks,amaya.hicks@bilearner.com,Canada,Database Administrator (DBA),IT Operations,DEP002,JOB007,ROLE004,"ENT010, ENT011, ENT012, ENT036",Active,Contract,Male
3506,Laila,Woodard,laila.woodard@bilearner.com,India,Network Administrator,IT Operations,DEP002,JOB008,ROLE005,"ENT013, ENT014, ENT035",Active,Full-Time,Male
3507,Ivan,Huff,ivan.huff@bilearner.com,India,Product Manager,Product Management,DEP003,JOB009,,ENT035,Active,Full-Time,Male
3508,Aidan,Harding,aidan.harding@bilearner.com,Canada,Project Manager,Project Management,DEP004,JOB010,,ENT036,Active,Full-Time,Male
3509,Cruz,Boyer,cruz.boyer@bilearner.com,India,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT035",Active,Part-Time,Female
3510,Raven,Koch,raven.koch@bilearner.com,Canada,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT036",Active,Part-Time,Female
3511,Karli,Barker,karli.barker@bilearner.com,Canada,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT036,Active,Part-Time,Female
3512,Tyrone,Sosa,tyrone.sosa@bilearner.com,India,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT035",Future Start,Contract,Female
3513,Damaris,Cisneros,damaris.cisneros@bilearner.com,Canada,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT036,Future Start,Contract,Male
3514,Alexus,Estes,alexus.estes@bilearner.com,India,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT035,Active,Full-Time,Male
3515,Kinsley,Flowers,kinsley.flowers@bilearner.com,Canada,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT036,Future Start,Part-Time,Male
3516,Deborah,Love,deborah.love@bilearner.com,India,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT035,Active,Contract,Male
3517,Milagros,Francis,milagros.francis@bilearner.com,India,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT035,Active,Part-Time,Male
3518,Roberto,Michael,roberto.michael@bilearner.com,India,Technical Recruiter,HR Department,DEP007,JOB020,,ENT035,Active,Contract,Female
3519,Elaine,Ewing,elaine.ewing@bilearner.com,India,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT035,Active,Part-Time,Male
3520,Caiden,Munoz,caiden.munoz@bilearner.com,Canada,HR Business Partner,HR Department,DEP007,JOB022,,ENT036,Active,Full-Time,Female
3521,Jocelyn,Bradford,jocelyn.bradford@bilearner.com,Canada,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT036,Active,Contract,Female
3522,Marques,Armstrong,marques.armstrong@bilearner.com,India,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT035,Active,Full-Time,Female
3523,Rohan,Chapman,rohan.chapman@bilearner.com,Canada,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT036",Active,Full-Time,Female
3524,Emmanuel,Franklin,emmanuel.franklin@bilearner.com,Canada,DevOps Engineer,Software Development,DEP001,JOB002,,ENT036,Future Start,Contract,Male
3525,Clayton,Mccormick,clayton.mccormick@bilearner.com,Canada,Full Stack Developer,Software Development,DEP001,JOB003,ROLE002,"ENT004, ENT005, ENT006, ENT036",Future Start,Contract,Male
3526,Darius,Krause,darius.krause@bilearner.com,India,Backend Developer,Software Development,DEP001,JOB004,ROLE007,"ENT018, ENT019, ENT020, ENT035",Active,Full-Time,Male
3527,Ahmed,Hawkins,ahmed.hawkins@bilearner.com,India,IT Operations Manager,IT Operations,DEP002,JOB005,ROLE009,"ENT024, ENT025, ENT026, ENT035",Active,Full-Time,Male
3528,Kymani,Benjamin,kymani.benjamin@bilearner.com,India,Systems Administrator,IT Operations,DEP002,JOB006,ROLE012,"ENT032, ENT033, ENT034, ENT035",Active,Full-Time,Male
3529,Callum,Mcdaniel,callum.mcdaniel@bilearner.com,India,Database Administrator (DBA),IT Operations,DEP002,JOB007,ROLE004,"ENT010, ENT011, ENT012, ENT035",Active,Part-Time,Male
3530,Zariah,Black,zariah.black@bilearner.com,Canada,Network Administrator,IT Operations,DEP002,JOB008,ROLE005,"ENT013, ENT014, ENT036",Active,Full-Time,Female
3531,Ronnie,Mayer,ronnie.mayer@bilearner.com,Canada,Product Manager,Product Management,DEP003,JOB009,,ENT036,Active,Full-Time,Male
3532,Marlon,Ford,marlon.ford@bilearner.com,India,Project Manager,Project Management,DEP004,JOB010,,ENT035,Active,Part-Time,Female
3533,Slade,Griffith,slade.griffith@bilearner.com,Canada,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT036",Active,Contract,Male
3534,Lee,Frye,lee.frye@bilearner.com,Canada,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT036",Active,Full-Time,Female
3535,Veronica,Rowe,veronica.rowe@bilearner.com,India,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT035,Active,Full-Time,Female
3536,Aylin,Berg,aylin.berg@bilearner.com,India,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT035",Active,Contract,Female
3537,Neveah,Rowe,neveah.rowe@bilearner.com,India,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT035,Future Start,Contract,Male
3538,Keith,Baxter,keith.baxter@bilearner.com,Canada,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT036,Future Start,Part-Time,Male
3539,Chaz,Bruce,chaz.bruce@bilearner.com,Canada,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT036,Active,Full-Time,Male
3540,Maya,Mccann,maya.mccann@bilearner.com,Canada,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT036,Active,Full-Time,Male
3541,Aaron,Weber,aaron.weber@bilearner.com,Canada,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT036,Active,Full-Time,Male
3542,Ellie,Gill,ellie.gill@bilearner.com,India,Technical Recruiter,HR Department,DEP007,JOB020,,ENT035,Active,Contract,Male
3543,Rayne,Kerr,rayne.kerr@bilearner.com,India,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT035,Active,Part-Time,Female
3544,Samara,Mcbride,samara.mcbride@bilearner.com,India,HR Business Partner,HR Department,DEP007,JOB022,,ENT035,Active,Contract,Male
3545,Ryann,Rubio,ryann.rubio@bilearner.com,India,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT035,Active,Full-Time,Female
3546,Paris,Carr,paris.carr@bilearner.com,Canada,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT036,Active,Full-Time,Male
3547,Adriel,Wiggins,adriel.wiggins@bilearner.com,India,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT035",Active,Contract,Female
3548,Sanaa,Glass,sanaa.glass@bilearner.com,India,DevOps Engineer,Software Development,DEP001,JOB002,,ENT035,Active,Part-Time,Female
3549,Ryan,Lynch,ryan.lynch@bilearner.com,Canada,Full Stack Developer,Software Development,DEP001,JOB003,ROLE002,"ENT004, ENT005, ENT006, ENT036",Active,Full-Time,Female
3550,Charlie,Atkinson,charlie.atkinson@bilearner.com,India,Backend Developer,Software Development,DEP001,JOB004,ROLE007,"ENT018, ENT019, ENT020, ENT035",Future Start,Part-Time,Male
3551,Emery,Roach,emery.roach@bilearner.com,Canada,IT Operations Manager,IT Operations,DEP002,JOB005,ROLE009,"ENT024, ENT025, ENT026, ENT036",Active,Part-Time,Male
3552,Harper,Ramos,harper.ramos@bilearner.com,India,Systems Administrator,IT Operations,DEP002,JOB006,ROLE012,"ENT032, ENT033, ENT034, ENT035",Active,Full-Time,Male
3553,Khalil,Mendez,khalil.mendez@bilearner.com,Canada,Database Administrator (DBA),IT Operations,DEP002,JOB007,ROLE004,"ENT010, ENT011, ENT012, ENT036",Active,Contract,Male
3554,Lizeth,Holland,lizeth.holland@bilearner.com,Canada,Network Administrator,IT Operations,DEP002,JOB008,ROLE005,"ENT013, ENT014, ENT036",Active,Part-Time,Male
3555,Matilda,Randall,matilda.randall@bilearner.com,Canada,Product Manager,Product Management,DEP003,JOB009,,ENT036,Active,Full-Time,Female
3556,Damien,Howe,damien.howe@bilearner.com,India,Project Manager,Project Management,DEP004,JOB010,,ENT035,Active,Full-Time,Male
3557,Nicholas,Obrien,nicholas.obrien@bilearner.com,Canada,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT036",Active,Part-Time,Male
3558,Mildred,Gentry,mildred.gentry@bilearner.com,India,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT035",Active,Part-Time,Female
3559,Wilson K,Adinolfi,wilson k.adinolfi@bilearner.com,India,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT035,Active,Part-Time,Male
3560,Joanne,Handschiegl,joanne.handschiegl@bilearner.com,India,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT035",Active,Contract,Female
3561,Dianna,Blount,dianna.blount@bilearner.com,India,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT035,Active,Part-Time,Female
3562,Jean,Crimmings,jean.crimmings@bilearner.com,India,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT035,Future Start,Contract,Female
3563,Nore,Sadki,nore.sadki@bilearner.com,Canada,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT036,Active,Contract,Male
3564,Susan,Lundy,susan.lundy@bilearner.com,Canada,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT036,Voluntarily Terminated,Full-Time,Female
3565,Kramer,Keatts,kramer.keatts@bilearner.com,Canada,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT036,Active,Part-Time,Male
3566,Maliki,Moumanil,maliki.moumanil@bilearner.com,Canada,Technical Recruiter,HR Department,DEP007,JOB020,,ENT036,Active,Part-Time,Male
3567,Nader,Barton,nader.barton@bilearner.com,Canada,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT036,Active,Full-Time,Male
3568,Quinn,Rarrick,quinn.rarrick@bilearner.com,Canada,HR Business Partner,HR Department,DEP007,JOB022,,ENT036,Voluntarily Terminated,Full-Time,Male
3569,Beatrice,Chace,beatrice.chace@bilearner.com,India,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT035,Active,Part-Time,Female
3570,Adrienne J,Homberger,adrienne j.homberger@bilearner.com,India,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT035,Voluntarily Terminated,Full-Time,Female
3571,Marilyn,Linares,marilyn.linares@bilearner.com,India,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT035",Voluntarily Terminated,Part-Time,Female
3572,Timothy,Sullivan,timothy.sullivan@bilearner.com,India,DevOps Engineer,Software Development,DEP001,JOB002,,ENT035,Active,Contract,Male
3573,Jennifer,Medeiros,jennifer.medeiros@bilearner.com,Canada,Full Stack Developer,Software Development,DEP001,JOB003,ROLE002,"ENT004, ENT005, ENT006, ENT036",Active,Contract,Female
3574,Anna,Von Massenbach,anna.von massenbach@bilearner.com,India,Backend Developer,Software Development,DEP001,JOB004,ROLE007,"ENT018, ENT019, ENT020, ENT035",Future Start,Contract,Female
3575,George,Johnson,george.johnson@bilearner.com,India,IT Operations Manager,IT Operations,DEP002,JOB005,ROLE009,"ENT024, ENT025, ENT026, ENT035",Voluntarily Terminated,Part-Time,Male
3576,Angela,Erilus,angela.erilus@bilearner.com,Canada,Systems Administrator,IT Operations,DEP002,JOB006,ROLE012,"ENT032, ENT033, ENT034, ENT036",Active,Full-Time,Female
3577,Miguel,Estremera,miguel.estremera@bilearner.com,India,Database Administrator (DBA),IT Operations,DEP002,JOB007,ROLE004,"ENT010, ENT011, ENT012, ENT035",Active,Part-Time,Male
3578,Clinton,Owad,clinton.owad@bilearner.com,India,Network Administrator,IT Operations,DEP002,JOB008,ROLE005,"ENT013, ENT014, ENT035",Active,Full-Time,Male
3579,Constance,Sloan,constance.sloan@bilearner.com,India,Product Manager,Product Management,DEP003,JOB009,,ENT035,Active,Full-Time,Female
3580,Davion,Sanchez,davion.sanchez@bilearner.com,Canada,Project Manager,Project Management,DEP004,JOB010,,ENT036,Active,Full-Time,Male
3581,Ross,Strickland,ross.strickland@bilearner.com,Canada,Business Analyst,Product Management,DEP003,JOB011,ROLE003,"ENT007, ENT008, ENT009, ENT036",Active,Full-Time,Male
3582,Augustus,Drake,augustus.drake@bilearner.com,Canada,Scrum Master,Project Management,DEP004,JOB012,ROLE010,"ENT027, ENT028, ENT036",Active,Part-Time,Male
3583,Gracelyn,Huynh,gracelyn.huynh@bilearner.com,India,Enterprise Architect,Enterprise Architecture,DEP005,JOB013,,ENT035,Active,Full-Time,Female
3584,Orlando,Armstrong,orlando.armstrong@bilearner.com,Canada,Solutions Architect,Enterprise Architecture,DEP005,JOB014,ROLE011,"ENT029, ENT030, ENT031, ENT036",Active,Contract,Female
3585,Edward,Everett,edward.everett@bilearner.com,India,IT Strategy Consultant,Enterprise Architecture,DEP005,JOB015,,ENT035,Active,Full-Time,Female
3586,Jaqueline,Terrell,jaqueline.terrell@bilearner.com,Canada,QA Engineer,Quality Assurance,DEP006,JOB016,,ENT036,Active,Part-Time,Female
3587,Quinn,Mccullough,quinn.mccullough@bilearner.com,Canada,Test Automation Engineer,Quality Assurance,DEP006,JOB017,,ENT036,Active,Full-Time,Male
3588,Selena,Greer,selena.greer@bilearner.com,India,Performance Tester,Quality Assurance,DEP006,JOB018,,ENT035,Active,Full-Time,Male
3589,Giovani,Roy,giovani.roy@bilearner.com,India,Software Test Analyst,Quality Assurance,DEP006,JOB019,,ENT035,Active,Contract,Male
3590,Dominik,Mullen,dominik.mullen@bilearner.com,India,Technical Recruiter,HR Department,DEP007,JOB020,,ENT035,Future Start,Part-Time,Male
3591,Abdullah,Ellison,abdullah.ellison@bilearner.com,Canada,IT Recruitment Specialist,HR Department,DEP007,JOB021,,ENT036,Future Start,Contract,Female
3592,Andre,Guzman,andre.guzman@bilearner.com,India,HR Business Partner,HR Department,DEP007,JOB022,,ENT035,Future Start,Contract,Male
3593,Brayden,Malone,brayden.malone@bilearner.com,Canada,Talent Acquisition Specialist,HR Department,DEP007,JOB023,,ENT036,Active,Contract,Male
3594,Maribel,Morrison,maribel.morrison@bilearner.com,Canada,HR Recruitment Officer,HR Department,DEP007,JOB024,,ENT036,Active,Part-Time,Male
3595,Fisher,Stafford,fisher.stafford@bilearner.com,Canada,Software Developer,Software Development,DEP001,JOB001,ROLE001,"ENT001, ENT002, ENT003, ENT036",Active,Contract,Male
3596,Kellen,Medina,kellen.medina@bilearner.com,Canada,DevOps Engineer,Software Development,DEP001,JOB002,,ENT036,Active,Part-Time,Male
